product,category,brand,price,stock,sales,revenue,competitorPrice,month
Apple Wearable 8139,Wearable,Apple,1729.81,245,496,857985.76,1770.44,Apr
OnePlus Mobile 8140,Mobile,OnePlus,1119.44,109,287,321279.28,1220.13,Sep
Xiaomi Mobile 8141,Mobile,Xiaomi,1622.94,96,102,165539.88,1808.64,May
HP Laptop 8142,Laptop,HP,1912.15,105,333,636745.95,1995.45,Oct
Samsung Tablet 8143,Tablet,Samsung,67,245,60,4020,65.93,Jul
Apple Tablet 8144,Tablet,Apple,628.96,153,470,295611.2,701.94,Nov
Samsung Wearable 8145,Wearable,Samsung,99.97,278,11,1099.67,93.15,Jan
Apple Laptop 8146,Laptop,Apple,1339.29,192,188,251786.52,1445.95,Apr
HP Laptop 8147,Laptop,HP,1065.12,41,336,357880.32,1193.2,Sep
Apple Tablet 8148,Tablet,Apple,883.79,65,196,173222.84,995.62,Jul
JBL Accessories 8149,Accessories,JBL,340.09,184,125,42511.25,342.85,May
HP Laptop 8150,Laptop,HP,1945.7,188,347,675157.9,1925.08,Dec
Samsung Tablet 8151,Tablet,Samsung,271.77,163,19,5163.63,277.77,Sep
Xiaomi Mobile 8152,Mobile,Xiaomi,434.43,57,63,27369.09,414.78,Aug
Lenovo Tablet 8153,Tablet,Lenovo,1916.17,205,262,502036.54,2149.71,Feb
Sony Accessories 8154,Accessories,Sony,1018.67,181,131,133445.77,1138.07,Jul
Apple Tablet 8155,Tablet,Apple,1432.79,33,337,482850.23,1455.53,Apr
Samsung Tablet 8156,Tablet,Samsung,766.48,258,446,341850.08,817.19,Feb
Apple Wearable 8157,Wearable,Apple,1412.82,178,373,526981.86,1545.9,Oct
Lenovo Tablet 8158,Tablet,Lenovo,1869.66,271,400,747864,1775.69,May
Apple Laptop 8159,Laptop,Apple,1762.55,226,116,204455.8,1837.02,Oct
Apple Laptop 8160,Laptop,Apple,1939.92,268,417,808946.64,2206.62,Jul
Lenovo Tablet 8161,Tablet,Lenovo,777.77,266,441,342996.57,884.59,May
Sony Accessories 8162,Accessories,Sony,1347.26,272,457,615697.82,1450.28,Jan
Apple Wearable 8163,Wearable,Apple,1960.14,46,54,105847.56,1906.42,Sep
Samsung Wearable 8164,Wearable,Samsung,661.84,134,247,163474.48,753.78,May
Logitech Accessories 8165,Accessories,Logitech,480.86,248,457,219753.02,504.92,Jan
Dell Laptop 8166,Laptop,Dell,902.54,206,319,287910.26,973.37,Nov
Boat Accessories 8167,Accessories,Boat,413.33,18,157,64892.81,436.94,Jan
Lenovo Tablet 8168,Tablet,Lenovo,144.63,27,301,43533.63,152.92,May
Samsung Mobile 8169,Mobile,Samsung,1579.27,52,461,728043.47,1447.14,Apr
Boat Accessories 8170,Accessories,Boat,1376.84,282,151,207902.84,1533.73,Jan
Noise Wearable 8171,Wearable,Noise,1564.65,297,393,614907.45,1728.75,Oct
OnePlus Mobile 8172,Mobile,OnePlus,547.5,239,479,262252.5,501.45,Apr
HP Laptop 8173,Laptop,HP,630.08,244,99,62377.92,678.34,Nov
Xiaomi Mobile 8174,Mobile,Xiaomi,665.49,179,214,142414.86,661.73,Mar
Lenovo Tablet 8175,Tablet,Lenovo,1135.5,129,291,330430.5,1125.6,Dec
Fitbit Wearable 8176,Wearable,Fitbit,59.28,213,351,20807.28,62.76,Nov
HP Laptop 8177,Laptop,HP,412,186,140,57680,463.17,Jun
OnePlus Mobile 8178,Mobile,OnePlus,1016.63,5,291,295839.33,931.37,Jun
Apple Wearable 8179,Wearable,Apple,1332.6,52,364,485066.4,1431.08,Nov
Samsung Wearable 8180,Wearable,Samsung,531.71,120,298,158449.58,587.6,Sep
JBL Accessories 8181,Accessories,JBL,242.62,181,199,48281.38,239.99,Jan
Lenovo Laptop 8182,Laptop,Lenovo,1493.59,62,86,128448.74,1377.21,Apr
Noise Wearable 8183,Wearable,Noise,396.13,143,153,60607.89,452.45,Nov
HP Laptop 8184,Laptop,HP,648.5,94,376,243836,695.1,Oct
JBL Accessories 8185,Accessories,JBL,523.57,285,390,204192.3,515.67,Aug
Apple Mobile 8186,Mobile,Apple,525.37,200,236,123987.32,570.49,Sep
OnePlus Mobile 8187,Mobile,OnePlus,767.44,43,32,24558.08,837.44,Apr
Boat Accessories 8188,Accessories,Boat,1027.73,96,125,128466.25,1143.66,Oct
Xiaomi Mobile 8189,Mobile,Xiaomi,1368.11,40,159,217529.49,1505.16,Jul
Xiaomi Mobile 8190,Mobile,Xiaomi,667.97,292,307,205066.79,672.48,Jun
Apple Tablet 8191,Tablet,Apple,741,29,268,198588,714.28,Feb
HP Laptop 8192,Laptop,HP,640.47,32,80,51237.6,706.71,Nov
HP Laptop 8193,Laptop,HP,1185.33,300,334,395900.22,1225.89,Apr
Apple Wearable 8194,Wearable,Apple,1066.53,295,435,463940.55,1076.15,May
Sony Accessories 8195,Accessories,Sony,146.06,61,262,38267.72,136.05,Jan
Dell Laptop 8196,Laptop,Dell,836.79,79,395,330532.05,755.99,Mar
Boat Accessories 8197,Accessories,Boat,679.08,35,185,125629.8,662.15,Jan
Samsung Wearable 8198,Wearable,Samsung,1204.43,294,73,87923.39,1128.51,Jun
Samsung Wearable 8199,Wearable,Samsung,745.16,111,124,92399.84,709.28,Apr
Samsung Wearable 8200,Wearable,Samsung,485.6,149,261,126741.6,465.91,May
Apple Mobile 8201,Mobile,Apple,1465.57,112,427,625798.39,1557.96,Sep
Boat Accessories 8202,Accessories,Boat,299.65,219,241,72215.65,279.56,Apr
Dell Laptop 8203,Laptop,Dell,790.15,199,284,224402.6,818.87,Aug
Apple Wearable 8204,Wearable,Apple,1330.29,159,71,94450.59,1279.12,Aug
HP Laptop 8205,Laptop,HP,79.9,65,196,15660.4,81.91,Apr
Lenovo Laptop 8206,Laptop,Lenovo,1809.61,127,89,161055.29,2026.02,Dec
Noise Wearable 8207,Wearable,Noise,1525.73,135,260,396689.8,1677.78,May
Lenovo Laptop 8208,Laptop,Lenovo,1838.45,42,143,262898.35,1786.01,Jan
Apple Tablet 8209,Tablet,Apple,1567.22,202,110,172394.2,1414.08,May
Samsung Wearable 8210,Wearable,Samsung,1899.99,224,486,923395.14,1839.18,Aug
Apple Laptop 8211,Laptop,Apple,1902.23,200,229,435610.67,2098.66,May
Sony Accessories 8212,Accessories,Sony,388.95,297,369,143522.55,429.02,Jan
Lenovo Laptop 8213,Laptop,Lenovo,1514.81,93,363,549876.03,1374.03,Jan
Dell Laptop 8214,Laptop,Dell,1979.8,286,20,39596,1928.04,Jun
Samsung Tablet 8215,Tablet,Samsung,1904.02,207,350,666407,2090.91,Nov
JBL Accessories 8216,Accessories,JBL,1605.6,184,405,650268,1553.36,Nov
JBL Accessories 8217,Accessories,JBL,1771.9,277,273,483728.7,1887.97,Oct
HP Laptop 8218,Laptop,HP,184.52,222,92,16975.84,168.45,Jul
Sony Accessories 8219,Accessories,Sony,518.34,23,83,43022.22,594.62,Jan
Noise Wearable 8220,Wearable,Noise,813.74,209,223,181464.02,872.07,Oct
HP Laptop 8221,Laptop,HP,124.67,213,418,52112.06,137.24,Apr
Xiaomi Mobile 8222,Mobile,Xiaomi,1010.68,62,217,219317.56,1022.1,Nov
Lenovo Laptop 8223,Laptop,Lenovo,273.19,73,492,134409.48,251.28,May
Lenovo Tablet 8224,Tablet,Lenovo,144.66,237,70,10126.2,159.28,Jul
Xiaomi Mobile 8225,Mobile,Xiaomi,500.98,119,185,92681.3,512.77,Jun
OnePlus Mobile 8226,Mobile,OnePlus,1696.53,5,274,464849.22,1546.22,May
Xiaomi Mobile 8227,Mobile,Xiaomi,607.21,275,165,100189.65,613.02,Oct
Logitech Accessories 8228,Accessories,Logitech,1827.86,173,151,276006.86,1838.89,Jan
Lenovo Tablet 8229,Tablet,Lenovo,1316.44,106,459,604245.96,1216.64,Nov
Dell Laptop 8230,Laptop,Dell,243.25,14,259,63001.75,240.64,Feb
HP Laptop 8231,Laptop,HP,1354.59,229,365,494425.35,1521.04,Sep
Dell Laptop 8232,Laptop,Dell,743.05,268,52,38638.6,793.32,Jan
OnePlus Mobile 8233,Mobile,OnePlus,608,229,396,240768,553.03,Apr
JBL Accessories 8234,Accessories,JBL,763.5,18,478,364953,690.07,Sep
Boat Accessories 8235,Accessories,Boat,1012.7,263,448,453689.6,1132.73,May
Lenovo Laptop 8236,Laptop,Lenovo,71.42,74,440,31424.8,67.35,Jul
Samsung Mobile 8237,Mobile,Samsung,722.39,236,415,299791.85,681.13,Oct
Apple Laptop 8238,Laptop,Apple,1679.39,68,269,451755.91,1623.56,Jan
Dell Laptop 8239,Laptop,Dell,1401.94,29,165,231320.1,1289.72,Dec
Apple Mobile 8240,Mobile,Apple,900.58,196,97,87356.26,933.37,May
Apple Tablet 8241,Tablet,Apple,1827.8,72,206,376526.8,1690,Jun
Apple Tablet 8242,Tablet,Apple,1309.16,112,335,438568.6,1429.96,Feb
Samsung Tablet 8243,Tablet,Samsung,665.48,244,63,41925.24,610.21,Sep
Lenovo Laptop 8244,Laptop,Lenovo,1551.17,225,90,139605.3,1622.67,Jul
Samsung Mobile 8245,Mobile,Samsung,1078.89,59,51,55023.39,1102.51,Dec
Samsung Mobile 8246,Mobile,Samsung,1354.52,285,210,284449.2,1317.18,Aug
Samsung Mobile 8247,Mobile,Samsung,1236.44,240,112,138481.28,1320.06,Mar
Apple Laptop 8248,Laptop,Apple,149.02,75,46,6854.92,149.78,Aug
OnePlus Mobile 8249,Mobile,OnePlus,1657.85,242,180,298413,1668.85,Jul
Xiaomi Mobile 8250,Mobile,Xiaomi,151.94,288,160,24310.4,139.68,Sep
Samsung Tablet 8251,Tablet,Samsung,986.18,252,117,115383.06,1033.95,Dec
HP Laptop 8252,Laptop,HP,938.64,63,193,181157.52,1025.13,Sep
Apple Laptop 8253,Laptop,Apple,1178.07,154,32,37698.24,1327.15,Aug
Boat Accessories 8254,Accessories,Boat,1524.54,8,254,387233.16,1615.71,Apr
Lenovo Laptop 8255,Laptop,Lenovo,1440.22,80,334,481033.48,1391.32,Aug
Lenovo Laptop 8256,Laptop,Lenovo,1524.23,32,395,602070.85,1493.06,Mar
OnePlus Mobile 8257,Mobile,OnePlus,716.82,220,330,236550.6,687.98,Jul
Apple Mobile 8258,Mobile,Apple,942.65,288,488,460013.2,1035.65,Oct
Lenovo Tablet 8259,Tablet,Lenovo,1462.67,258,430,628948.1,1328.39,Dec
OnePlus Mobile 8260,Mobile,OnePlus,248.03,243,307,76145.21,224.63,Jun
Apple Mobile 8261,Mobile,Apple,1338.49,270,483,646490.67,1481.72,Oct
Apple Mobile 8262,Mobile,Apple,1468.59,81,453,665271.27,1378.79,Oct
HP Laptop 8263,Laptop,HP,1683.25,150,353,594187.25,1837.04,May
JBL Accessories 8264,Accessories,JBL,1838.55,206,412,757482.6,1737.31,Feb
Lenovo Tablet 8265,Tablet,Lenovo,1850.31,189,20,37006.2,1670.93,Feb
Sony Accessories 8266,Accessories,Sony,323.29,297,408,131902.32,370.53,Apr
Samsung Wearable 8267,Wearable,Samsung,1355.03,77,247,334692.41,1506.74,May
Samsung Mobile 8268,Mobile,Samsung,915.45,148,297,271888.65,985.66,Apr
Sony Accessories 8269,Accessories,Sony,1587.57,213,127,201621.39,1819.38,Sep
Dell Laptop 8270,Laptop,Dell,183.36,79,180,33004.8,208.98,Aug
Apple Mobile 8271,Mobile,Apple,779.57,62,341,265833.37,879.42,Mar
Apple Tablet 8272,Tablet,Apple,1759.64,82,453,797116.92,1669.9,Jul
Apple Wearable 8273,Wearable,Apple,1028.49,265,186,191299.14,1142.77,Nov
Lenovo Tablet 8274,Tablet,Lenovo,618.9,221,430,266127,651.64,Aug
Apple Tablet 8275,Tablet,Apple,850.33,263,362,307819.46,840.7,Mar
OnePlus Mobile 8276,Mobile,OnePlus,1372.57,258,171,234709.47,1447.05,Oct
Xiaomi Mobile 8277,Mobile,Xiaomi,431.47,248,218,94060.46,404.67,Feb
Samsung Mobile 8278,Mobile,Samsung,121.76,5,116,14124.16,136.34,Sep
Boat Accessories 8279,Accessories,Boat,1611.94,181,372,599641.68,1822.16,Aug
Dell Laptop 8280,Laptop,Dell,458.8,53,462,211965.6,493.73,Jan
Apple Wearable 8281,Wearable,Apple,1156.56,164,371,429083.76,1206.58,Aug
Lenovo Laptop 8282,Laptop,Lenovo,103.5,286,105,10867.5,113.76,Mar
Lenovo Laptop 8283,Laptop,Lenovo,876.43,173,188,164768.84,945.3,Jan
Fitbit Wearable 8284,Wearable,Fitbit,50.92,220,372,18942.24,54.71,Sep
Samsung Wearable 8285,Wearable,Samsung,1604.3,38,328,526210.4,1703.14,Oct
Apple Tablet 8286,Tablet,Apple,1239.55,123,450,557797.5,1291.12,Feb
Dell Laptop 8287,Laptop,Dell,1782.28,147,401,714694.28,1973.05,Mar
HP Laptop 8288,Laptop,HP,610.54,151,447,272911.38,563.1,Jun
Apple Wearable 8289,Wearable,Apple,1769.24,255,184,325540.16,1648.36,May
Apple Tablet 8290,Tablet,Apple,1957.17,81,454,888555.18,2173.06,Jan
Apple Tablet 8291,Tablet,Apple,1763.22,167,340,599494.8,1851.58,Oct
Apple Tablet 8292,Tablet,Apple,1835.49,255,218,400136.82,1837.9,Jun
HP Laptop 8293,Laptop,HP,804.29,87,207,166488.03,913.82,Oct
Boat Accessories 8294,Accessories,Boat,1452.43,132,312,453158.16,1453.15,Aug
Lenovo Tablet 8295,Tablet,Lenovo,417.83,293,236,98607.88,392.97,Nov
Samsung Tablet 8296,Tablet,Samsung,299.53,220,298,89259.94,301.11,Jun
Samsung Tablet 8297,Tablet,Samsung,827.13,108,24,19851.12,757.42,Aug
Apple Tablet 8298,Tablet,Apple,1429.35,79,79,112918.65,1563.58,May
Apple Wearable 8299,Wearable,Apple,1528.4,287,317,484502.8,1490.57,Nov
Samsung Tablet 8300,Tablet,Samsung,1310.19,154,99,129708.81,1185.88,Oct
Xiaomi Mobile 8301,Mobile,Xiaomi,1594.23,289,420,669576.6,1747.73,Feb
Lenovo Tablet 8302,Tablet,Lenovo,816.7,59,270,220509,915.88,Mar
Xiaomi Mobile 8303,Mobile,Xiaomi,1860.04,98,120,223204.8,1677.52,Mar
Fitbit Wearable 8304,Wearable,Fitbit,1880.39,56,291,547193.49,1785.43,May
Samsung Wearable 8305,Wearable,Samsung,635.16,288,280,177844.8,586.85,Jan
Sony Accessories 8306,Accessories,Sony,1613.82,144,58,93601.56,1554.21,Aug
Lenovo Laptop 8307,Laptop,Lenovo,1066.87,281,312,332863.44,1179.99,Apr
Samsung Tablet 8308,Tablet,Samsung,1217.13,93,363,441818.19,1332.69,Jan
Noise Wearable 8309,Wearable,Noise,305.17,27,500,152585,321.61,Sep
Fitbit Wearable 8310,Wearable,Fitbit,1938.05,51,361,699636.05,1831.49,Jun
Logitech Accessories 8311,Accessories,Logitech,590.9,130,488,288359.2,554.76,May
Samsung Tablet 8312,Tablet,Samsung,1074.88,71,34,36545.92,1074.53,Oct
Samsung Tablet 8313,Tablet,Samsung,1238.27,68,412,510167.24,1301.4,May
Dell Laptop 8314,Laptop,Dell,1211.78,70,128,155107.84,1301.18,Jul
Xiaomi Mobile 8315,Mobile,Xiaomi,147.47,21,369,54416.43,144.09,Nov
Boat Accessories 8316,Accessories,Boat,1385.03,245,192,265925.76,1552.05,Aug
Lenovo Laptop 8317,Laptop,Lenovo,424.76,93,219,93022.44,403.24,Nov
Noise Wearable 8318,Wearable,Noise,938.63,101,394,369820.22,968.55,Mar
Samsung Mobile 8319,Mobile,Samsung,1255.85,295,200,251170,1270.44,Mar
Logitech Accessories 8320,Accessories,Logitech,1346.85,242,147,197986.95,1469.02,May
Sony Accessories 8321,Accessories,Sony,1202.75,267,101,121477.75,1299.02,Jun
Logitech Accessories 8322,Accessories,Logitech,183.9,138,89,16367.1,191.24,Jul
Dell Laptop 8323,Laptop,Dell,527.52,233,78,41146.56,503.79,Jan
JBL Accessories 8324,Accessories,JBL,821.2,5,142,116610.4,814.27,Oct
HP Laptop 8325,Laptop,HP,575.55,223,314,180722.7,587.73,Oct
Apple Tablet 8326,Tablet,Apple,1755.9,290,305,535549.5,1934.74,Feb
Xiaomi Mobile 8327,Mobile,Xiaomi,1981.1,61,437,865740.7,1870.56,Jun
Lenovo Laptop 8328,Laptop,Lenovo,135.44,155,483,65417.52,134.28,Sep
JBL Accessories 8329,Accessories,JBL,844.34,250,278,234726.52,920.51,Sep
Dell Laptop 8330,Laptop,Dell,1904.5,228,373,710378.5,1759.84,Apr
Sony Accessories 8331,Accessories,Sony,207.31,117,307,63644.17,226.26,May
JBL Accessories 8332,Accessories,JBL,1576.54,204,342,539176.68,1755.06,Jun
HP Laptop 8333,Laptop,HP,463.05,257,259,119929.95,484.56,Sep
Sony Accessories 8334,Accessories,Sony,1271.28,45,220,279681.6,1432.08,Jul
Sony Accessories 8335,Accessories,Sony,1428.68,64,370,528611.6,1398.52,Nov
Xiaomi Mobile 8336,Mobile,Xiaomi,1299.97,159,463,601886.11,1415.39,Feb
Lenovo Tablet 8337,Tablet,Lenovo,122.89,221,309,37973.01,127.66,Sep
JBL Accessories 8338,Accessories,JBL,1647.42,38,347,571654.74,1524.06,May
OnePlus Mobile 8339,Mobile,OnePlus,534.64,228,311,166273.04,503.95,Aug
Logitech Accessories 8340,Accessories,Logitech,1049.26,57,395,414457.7,975.89,Jul
Xiaomi Mobile 8341,Mobile,Xiaomi,640.05,58,121,77446.05,595.7,Jul
Boat Accessories 8342,Accessories,Boat,871.04,152,500,435520,975.02,Nov
Lenovo Tablet 8343,Tablet,Lenovo,663.52,68,68,45119.36,704.18,Nov
Lenovo Tablet 8344,Tablet,Lenovo,1375.01,37,168,231001.68,1283.65,Aug
Samsung Mobile 8345,Mobile,Samsung,623.4,237,137,85405.8,695.8,Nov
Fitbit Wearable 8346,Wearable,Fitbit,666.43,159,81,53980.83,713.28,Jan
Apple Wearable 8347,Wearable,Apple,790.06,151,398,314443.88,713.25,Aug
Apple Tablet 8348,Tablet,Apple,1010.88,67,455,459950.4,1036.66,Mar
Apple Tablet 8349,Tablet,Apple,1894.13,243,387,733028.31,1915.31,Jun
Samsung Mobile 8350,Mobile,Samsung,1096.29,276,94,103051.26,1014.51,Oct
Samsung Wearable 8351,Wearable,Samsung,168.51,90,184,31005.84,162.33,Aug
Samsung Wearable 8352,Wearable,Samsung,107.95,242,51,5505.45,101.74,Oct
Samsung Mobile 8353,Mobile,Samsung,632.65,99,413,261284.45,661.81,Dec
HP Laptop 8354,Laptop,HP,1826.05,181,470,858243.5,1729.5,Jun
Lenovo Tablet 8355,Tablet,Lenovo,1767.78,245,260,459622.8,1816.87,Oct
Apple Mobile 8356,Mobile,Apple,502.89,285,287,144329.43,455.14,Jan
Apple Mobile 8357,Mobile,Apple,1130.82,214,452,511130.64,1291.04,Nov
Noise Wearable 8358,Wearable,Noise,885.73,103,116,102744.68,881.77,Nov
Apple Mobile 8359,Mobile,Apple,1268.16,129,484,613789.44,1222.26,Jun
Dell Laptop 8360,Laptop,Dell,259.93,177,324,84217.32,238.1,May
Xiaomi Mobile 8361,Mobile,Xiaomi,1719.83,173,265,455754.95,1839.75,Apr
Dell Laptop 8362,Laptop,Dell,447.03,39,302,135003.06,415.8,Jun
Samsung Mobile 8363,Mobile,Samsung,433.07,130,291,126023.37,442.37,Nov
Xiaomi Mobile 8364,Mobile,Xiaomi,659.67,40,339,223628.13,687.89,Oct
Logitech Accessories 8365,Accessories,Logitech,302.91,219,494,149637.54,304.75,Jun
OnePlus Mobile 8366,Mobile,OnePlus,407.52,43,416,169528.32,367.7,Jan
Apple Mobile 8367,Mobile,Apple,1710.1,225,130,222313,1959.98,Mar
Apple Tablet 8368,Tablet,Apple,1431.26,114,41,58681.66,1388.83,Dec
Samsung Wearable 8369,Wearable,Samsung,422.19,51,300,126657,416.03,Mar
Boat Accessories 8370,Accessories,Boat,1843.34,11,93,171430.62,1941.61,Dec
Apple Tablet 8371,Tablet,Apple,1349.46,8,446,601859.16,1529.09,Nov
JBL Accessories 8372,Accessories,JBL,1978.58,293,183,362080.14,1780.92,Nov
Apple Mobile 8373,Mobile,Apple,1383.15,222,188,260032.2,1414.05,Feb
Lenovo Tablet 8374,Tablet,Lenovo,971.33,244,468,454582.44,881.74,Dec
Apple Laptop 8375,Laptop,Apple,554.51,94,166,92048.66,582.17,Sep
Samsung Tablet 8376,Tablet,Samsung,1244.39,8,341,424336.99,1139.24,Jan
Noise Wearable 8377,Wearable,Noise,1200.33,220,410,492135.3,1352.18,May
Xiaomi Mobile 8378,Mobile,Xiaomi,150.42,257,371,55805.82,168.68,Feb
Apple Tablet 8379,Tablet,Apple,232.81,243,172,40043.32,252.25,Nov
Apple Mobile 8380,Mobile,Apple,667.45,125,115,76756.75,762.19,Jan
Logitech Accessories 8381,Accessories,Logitech,1438.88,298,97,139571.36,1348.38,Dec
JBL Accessories 8382,Accessories,JBL,267.17,259,217,57975.89,272.24,Jul
Fitbit Wearable 8383,Wearable,Fitbit,1292.29,189,67,86583.43,1303.6,Jul
Apple Tablet 8384,Tablet,Apple,491.96,253,280,137748.8,471.77,Dec
Lenovo Tablet 8385,Tablet,Lenovo,438.66,293,329,144319.14,427.4,Sep
Apple Mobile 8386,Mobile,Apple,1818.87,33,324,589313.88,1873.06,Sep
OnePlus Mobile 8387,Mobile,OnePlus,857.77,121,400,343108,888.98,Oct
Boat Accessories 8388,Accessories,Boat,1214.38,105,327,397102.26,1156.29,Dec
Dell Laptop 8389,Laptop,Dell,1877.08,82,467,876596.36,2057.56,Jul
Fitbit Wearable 8390,Wearable,Fitbit,1925.64,86,479,922381.56,2201.73,May
JBL Accessories 8391,Accessories,JBL,1684.51,21,499,840570.49,1850.8,Apr
Logitech Accessories 8392,Accessories,Logitech,1452.43,57,130,188815.9,1410.3,Jun
Xiaomi Mobile 8393,Mobile,Xiaomi,666.72,282,262,174680.64,759.93,Mar
Apple Tablet 8394,Tablet,Apple,460.71,245,326,150191.46,456.99,May
Noise Wearable 8395,Wearable,Noise,1937.37,45,210,406847.7,1793.5,Mar
Samsung Tablet 8396,Tablet,Samsung,439.72,57,475,208867,438.43,Sep
Noise Wearable 8397,Wearable,Noise,1759.58,293,427,751340.66,1693.78,Jun
Samsung Wearable 8398,Wearable,Samsung,356.44,101,499,177863.56,342.99,Jul
Apple Tablet 8399,Tablet,Apple,452.47,189,127,57463.69,497.8,Jul
Sony Accessories 8400,Accessories,Sony,553.88,249,166,91944.08,632.04,Feb
HP Laptop 8401,Laptop,HP,627.61,278,17,10669.37,596.48,Dec
Apple Laptop 8402,Laptop,Apple,1558.95,227,371,578370.45,1702.38,Aug
Dell Laptop 8403,Laptop,Dell,563.87,119,206,116157.22,598.04,Jul
Dell Laptop 8404,Laptop,Dell,1289.28,206,390,502819.2,1323.73,Dec
Noise Wearable 8405,Wearable,Noise,904.38,153,348,314724.24,951.92,Jul
Apple Laptop 8406,Laptop,Apple,178.39,261,212,37818.68,163.74,Jul
Lenovo Laptop 8407,Laptop,Lenovo,1214.82,244,254,308564.28,1197.56,Apr
Lenovo Tablet 8408,Tablet,Lenovo,1086.03,107,311,337755.33,1189.05,Jan
Dell Laptop 8409,Laptop,Dell,898.14,187,171,153581.94,1030.45,Sep
Apple Tablet 8410,Tablet,Apple,1442.17,182,90,129795.3,1560,Oct
HP Laptop 8411,Laptop,HP,1381.09,94,462,638063.58,1571.26,Jul
Apple Tablet 8412,Tablet,Apple,1838.18,300,431,792255.58,1789.57,Nov
Noise Wearable 8413,Wearable,Noise,913.15,205,130,118709.5,912.06,Mar
HP Laptop 8414,Laptop,HP,750.38,107,138,103552.44,718.04,Apr
Fitbit Wearable 8415,Wearable,Fitbit,955.32,285,157,149985.24,1094.09,Feb
Lenovo Tablet 8416,Tablet,Lenovo,1882.33,116,276,519523.08,1830.72,Sep
Noise Wearable 8417,Wearable,Noise,289.93,284,166,48128.38,312.2,Dec
Logitech Accessories 8418,Accessories,Logitech,871.99,108,129,112486.71,980.35,May
Apple Laptop 8419,Laptop,Apple,283.57,140,176,49908.32,296.9,Feb
HP Laptop 8420,Laptop,HP,1025.02,209,400,410008,967.96,May
Logitech Accessories 8421,Accessories,Logitech,1668.94,162,10,16689.4,1856.29,Feb
HP Laptop 8422,Laptop,HP,1469.59,275,45,66131.55,1511.1,Nov
OnePlus Mobile 8423,Mobile,OnePlus,818.3,76,458,374781.4,924.65,Oct
Fitbit Wearable 8424,Wearable,Fitbit,343.34,49,219,75191.46,361.83,Apr
Noise Wearable 8425,Wearable,Noise,1126.61,295,68,76609.48,1248.27,Jun
Samsung Mobile 8426,Mobile,Samsung,54.58,298,397,21668.26,51.38,Jan
Lenovo Laptop 8427,Laptop,Lenovo,70.56,247,486,34292.16,68.5,Aug
Samsung Mobile 8428,Mobile,Samsung,393.13,75,320,125801.6,366.35,Sep
OnePlus Mobile 8429,Mobile,OnePlus,388.93,228,90,35003.7,426.59,Jun
Apple Tablet 8430,Tablet,Apple,720.19,176,266,191570.54,738.42,May
Xiaomi Mobile 8431,Mobile,Xiaomi,1557.45,246,280,436086,1601.48,Nov
Apple Mobile 8432,Mobile,Apple,1129.98,179,498,562730.04,1257.4,Jan
Noise Wearable 8433,Wearable,Noise,1678.62,42,100,167862,1854.74,Oct
HP Laptop 8434,Laptop,HP,1910.49,259,146,278931.54,2009.61,Jun
Boat Accessories 8435,Accessories,Boat,646.36,75,325,210067,727.35,May
Apple Mobile 8436,Mobile,Apple,437.82,259,323,141415.86,458.65,Jul
Xiaomi Mobile 8437,Mobile,Xiaomi,804.69,52,238,191516.22,789.3,Feb
Samsung Wearable 8438,Wearable,Samsung,87.31,53,309,26978.79,93.29,Jan
Apple Mobile 8439,Mobile,Apple,727.73,245,202,147001.46,680.02,May
Lenovo Laptop 8440,Laptop,Lenovo,1065.14,130,494,526179.16,1139.22,Dec
Boat Accessories 8441,Accessories,Boat,611.93,297,348,212951.64,702.21,Oct
Fitbit Wearable 8442,Wearable,Fitbit,256.68,282,134,34395.12,232.44,Dec
OnePlus Mobile 8443,Mobile,OnePlus,412.51,94,323,133240.73,386.46,Mar
Noise Wearable 8444,Wearable,Noise,1004.8,134,142,142681.6,1024.69,Sep
Logitech Accessories 8445,Accessories,Logitech,1573.85,25,389,612227.65,1589.47,Apr
Lenovo Laptop 8446,Laptop,Lenovo,83.73,266,86,7200.78,76.84,Jan
Logitech Accessories 8447,Accessories,Logitech,1618.14,234,259,419098.26,1741.91,Jun
Samsung Tablet 8448,Tablet,Samsung,174.85,276,81,14162.85,197.05,Apr
Boat Accessories 8449,Accessories,Boat,444.11,201,96,42634.56,453.05,Dec
Dell Laptop 8450,Laptop,Dell,1057.1,32,485,512693.5,1191.47,Dec
Fitbit Wearable 8451,Wearable,Fitbit,1777.87,166,25,44446.75,1819.69,Jul
Boat Accessories 8452,Accessories,Boat,414.56,167,99,41041.44,472.54,Nov
Noise Wearable 8453,Wearable,Noise,1096.32,203,78,85512.96,1194.61,Feb
Xiaomi Mobile 8454,Mobile,Xiaomi,1088.45,12,230,250343.5,1234.4,Aug
HP Laptop 8455,Laptop,HP,822.36,255,46,37828.56,766.51,Mar
Samsung Mobile 8456,Mobile,Samsung,162.71,146,435,70778.85,161.32,Mar
Lenovo Tablet 8457,Tablet,Lenovo,1359.22,112,287,390096.14,1517.24,Mar
Sony Accessories 8458,Accessories,Sony,1680.85,132,449,754701.65,1686.79,Aug
Apple Tablet 8459,Tablet,Apple,1583.61,237,230,364230.3,1720.2,Dec
Apple Mobile 8460,Mobile,Apple,281.32,251,427,120123.64,271.34,Jul
Lenovo Tablet 8461,Tablet,Lenovo,1689.59,247,308,520393.72,1640.2,Mar
Apple Mobile 8462,Mobile,Apple,756.12,300,116,87709.92,826.12,Dec
